file_name,color_feature[0],color_feature[1],color_feature[2],color_feature[3],color_feature[4],color_feature[5],color_feature[6],color_feature[7],color_feature[8],color_feature[9],color_feature[10],color_feature[11],color_feature[12],color_feature[13],color_feature[14],color_feature[15],color_feature[16],color_feature[17],color_feature[18],color_feature[19],color_feature[20],color_feature[21],color_feature[22],color_feature[23],shape_feature[0],shape_feature[1],shape_feature[2],shape_feature[3],shape_feature[4],shape_feature[5],shape_feature[6],texture_feature[0],texture_feature[1],texture_feature[2],texture_feature[3],texture_feature[4],texture_feature[5],texture_feature[6],texture_feature[7],texture_feature[8],texture_feature[9]
ISIC_0024316.jpg,0.876330912,0,0.000302323,0.269562006,0.398433179,0.025127726,0,0,0,0,0,0.012707056,0.78689307,0.616958499,0,0,0,0,0,0.011048739,0.989637375,0.143163353,0,0,0.094603655,0.231498097,0.351698883,0.392538265,0.781447189,0.510428766,0.76540585,0.018918519,0.0298,0.024407407,0.06552963,0.083118519,0.072918519,0.045644444,0.035925926,0.567425926,0.056311111
ISIC_0024317.jpg,0.958583772,0.011532732,0.17534551,0.151242271,0.156732455,0.052904386,0.000111589,0,0,0,0,0.008428561,0.999935806,0.007578179,0,0,0,0,0,0.007637497,0.999970794,0.000272501,0,0,0.091162366,0.215954705,0.33596906,0.489971113,0.934582992,0.603499535,0.903033219,0.02012963,0.026718519,0.022851852,0.04737037,0.063477778,0.060796296,0.038585185,0.028966667,0.64272963,0.048374074
ISIC_0024318.jpg,0.981817305,0,9.29E-05,0.102453008,0.159437433,0.010860595,9.29E-05,0,0,0,0,0.005400919,0.999980628,0.003088908,0,0,0,0,0,0.025317423,0.999679446,0,0,0,0.096523057,0.24756458,0.416198744,0.427003161,0.862891056,0.552286748,0.849686771,0.008662963,0.013640741,0.01217037,0.031651852,0.044162963,0.040322222,0.022307407,0.017044444,0.784037037,0.026
ISIC_0024319.jpg,0.991788328,0.067577466,0.092579834,0.039187916,0.037268206,0.017129716,0.000281496,0.000152285,0,0,0,0.004654851,0.999989152,0,0,0,0,0,0,0.007846614,0.999969244,7.47E-05,0,0,0.087882603,0.22507776,0.32706145,0.360425224,0.706569628,0.481082406,0.713323085,0.011525926,0.015085185,0.015114815,0.030844444,0.0361,0.0333,0.020992593,0.015955556,0.793962963,0.027118519
ISIC_0024320.jpg,0.954478681,0.017281255,0.250567764,0.15825139,0.029054437,1.57E-05,0,0,0,0,0,0.010256382,0.90628624,0.422540098,0,0,0,0,0,0.009341613,0.999956369,0,0,0,0.088118252,0.214871675,0.319710711,0.348662644,0.693983094,0.456126772,0.684599374,0.013562963,0.021174074,0.018848148,0.048411111,0.070296296,0.056725926,0.031988889,0.024125926,0.676877778,0.037988889
ISIC_0024321.jpg,0.993352413,0,0.000250421,0.019887581,0.113382176,2.09E-05,0,0,0,0,0,0.005085976,0.991372764,0.130974323,0,0,0,0,0,0.005279506,0.999986053,0,0,0,0.094722261,0.216835769,0.341464831,0.396828663,0.767847733,0.534650034,0.776678938,0.005833333,0.009507407,0.005233333,0.014774074,0.018566667,0.022362963,0.0138,0.010733333,0.880522222,0.018666667
ISIC_0024322.jpg,0.99521637,0,0.000816051,0.076065212,0.061254308,0.002389263,0,0,0,0,0,0.007490945,0.990852654,0.134740487,0,0,0,0,0,0.004423139,0.999990225,0,0,0,0.091823202,0.202502001,0.322363445,0.347078879,0.681947282,0.449168883,0.710066925,0.01037037,0.012937037,0.00867037,0.013925926,0.013137037,0.016585185,0.012225926,0.013940741,0.873766667,0.024440741
ISIC_0024323.jpg,0.952447772,0.003714983,0.059423916,0.263568819,0.140789941,0.002813902,0,0,0,0,0,0.010205954,0.999947667,0.000707603,0,0,0,0,0,0.011595237,0.999932766,1.12E-05,0,0,0.092354186,0.215487797,0.339261718,0.414705252,0.793128256,0.536305956,0.804086834,0.020759259,0.027085185,0.021666667,0.042177778,0.052881481,0.055759259,0.035292593,0.028133333,0.667348148,0.048896296
ISIC_0024324.jpg,0.993569851,0.000402699,0.0040058,0.035056051,0.107508048,0.003971889,0,0,0,0,0,0.006974059,0.999975681,0,0,0,0,0,0,0.042327844,0.999103725,8.10E-05,0,0,0.093059943,0.215021293,0.309318201,0.34689498,0.682463914,0.495144655,0.678194273,0.012025926,0.012733333,0.007848148,0.014666667,0.0177,0.021166667,0.013785185,0.013255556,0.862588889,0.02422963
ISIC_0024325.jpg,0.951520562,0,0.015516629,0.209196359,0.222763479,0.031324625,2.65E-05,0,0,0,0,0.01469296,0.894246221,0.447334081,0,0,0,0,0,0.011826104,0.994007766,0.108668067,0,0,0.093328591,0.22226959,0.356292931,0.3832847,0.76085277,0.509864545,0.756096323,0.019044444,0.02787037,0.019614815,0.042344444,0.050544444,0.054748148,0.036525926,0.030066667,0.666940741,0.0523
ISIC_0024326.jpg,0.998785555,0.006830534,0.039903432,0.027174165,0.007074481,0,0,0,0,0,0,0.004174427,0.996904254,0.078514405,0,0,0,0,0,0.004091162,0.999991596,0.000111577,0,0,0.086956982,0.207164144,0.337312415,0.378581579,0.742733827,0.512719515,0.740525452,0.003496296,0.00537037,0.004311111,0.012492593,0.016359259,0.015111111,0.008307407,0.005988889,0.918759259,0.009803704
ISIC_0024327.jpg,0.974338472,0.000125231,0.102589361,0.181965873,0.083213598,0.010188807,7.51E-05,0,0,0,0,0.00966125,0.942481637,0.334118247,0,0,0,0,0,0.008350346,0.999965191,0,0,0,0.091577093,0.2691857,0.331547319,0.367180841,0.776130842,0.507196218,0.716546847,0.021244444,0.026625926,0.020266667,0.031462963,0.035518519,0.036918519,0.027722222,0.02662963,0.726248148,0.047362963
ISIC_0024328.jpg,0.911113381,0.000553506,0.016960153,0.101267576,0.321659327,0.232971981,0.039858464,3.61E-05,0,0,0,0.008727113,0.999958515,0.002610643,0,0,0,0,0,0.02073722,0.902517736,0.430153221,0,0,0.096200109,0.217911466,0.345514939,0.374277742,0.745419001,0.48820645,0.735894031,0.025937037,0.032759259,0.031837037,0.062996296,0.078292593,0.071340741,0.045318519,0.033481481,0.560362963,0.057674074
ISIC_0024329.jpg,0.997710347,4.08E-06,3.67E-05,0.006837852,0.044144131,0.050737191,0.00208889,4.08E-06,0,0,0,0.004685436,0.999989033,0.000145141,0,0,0,0,0,0.004965212,0.999987662,0,0,0,0.097824232,0.226009355,0.360571724,0.382950604,0.75645272,0.497754938,0.765878909,0.005548148,0.006859259,0.005448148,0.013177778,0.01667037,0.019285185,0.010403704,0.007748148,0.901192593,0.013666667
ISIC_0024330.jpg,0.975071788,0.000373487,0.00118665,0.102992713,0.196534783,0.000316755,0,0,0,0,0,0.005912038,0.999308109,0.036718696,0,0,0,0,0,0.252581567,0.96757555,0,0,0,0.095409111,0.222790321,0.358474595,0.39008112,0.770950849,0.511553134,0.768083558,0.009351852,0.014762963,0.009788889,0.029655556,0.040907407,0.049007407,0.027274074,0.019307407,0.770566667,0.029377778
ISIC_0024331.jpg,0.965627074,2.43E-05,0.000150641,0.002361659,0.106274664,0.237200975,0.00039361,0,0,0,0,0.008314887,0.999965191,0.000717509,0,0,0,0,0,0.008414363,0.999964654,0,0,0,0.098941112,0.259687461,0.339165316,0.400285172,0.772822022,0.539421458,0.778215416,0.010811111,0.01742963,0.009940741,0.034088889,0.042611111,0.054359259,0.030425926,0.022925926,0.743114815,0.034292593
ISIC_0024332.jpg,0.964212179,2.52E-05,0.000402415,0.021453764,0.220282122,0.145860448,0.005915504,0,0,0,0,0.008894054,0.989721417,0.142731816,0,0,0,0,0,0.004841937,0.999988317,2.98E-05,0,0,0.098457065,0.255096809,0.38953275,0.400728381,0.798586903,0.530030926,0.804243397,0.012207407,0.019122222,0.015066667,0.040137037,0.05507037,0.056381481,0.031088889,0.022481481,0.711992593,0.036451852
ISIC_0024333.jpg,0.947410166,0.012440828,0.101751722,0.269275427,0.138915271,0.009952663,0,0,0,0,0,0.007526384,0.999971688,0,0,0,0,0,0,0.053065822,0.998591006,0,0,0,0.09324042,0.23109264,0.362971231,0.36039304,0.755878222,0.489455035,0.72214333,0.017733333,0.025414815,0.023703704,0.049922222,0.065592593,0.062755556,0.038362963,0.027562963,0.644477778,0.044474074
ISIC_0024334.jpg,0.962969959,0,0.034932844,0.240670413,0.115835816,0.011330665,1.01E-05,0,0,0,0,0.011125057,0.925552189,0.378456533,0,0,0,0,0,0.008301313,0.999744058,0.02104295,0,0,0.091641163,0.214266715,0.331754885,0.380998486,0.748525609,0.520943431,0.739120671,0.013507407,0.023255556,0.01527037,0.03692963,0.047566667,0.054077778,0.032911111,0.025481481,0.709048148,0.041951852
ISIC_0024335.jpg,0.999618709,0.005053223,0.016309015,0.01613369,0.014512919,0.000315583,0,0,0,0,0,0.003002411,0.998964965,0.045385282,0,0,0,0,0,0.003624538,0.999993384,0.000100372,0,0,0.089960767,0.250341908,0.325438797,0.368726114,0.735645265,0.494907999,0.716291447,0.002685185,0.003933333,0.003003704,0.007925926,0.010311111,0.01062963,0.005440741,0.004307407,0.945111111,0.006651852
ISIC_0024336.jpg,0.988170922,0.000362745,0.010415307,0.07886523,0.130084783,0.016364319,0,0,0,0,0,0.005728836,0.999983549,0,0,0,0,0,0,0.034280311,0.999412298,0,0,0,0.095791191,0.244308369,0.362521337,0.36517888,0.740289114,0.488417643,0.730744862,0.012096296,0.015062963,0.01317037,0.024577778,0.029551852,0.0336,0.020974074,0.015481481,0.807744444,0.027740741
ISIC_0024337.jpg,0.975652754,0,0,0,4.87E-05,0.219320774,0.000234624,0,0,0,0,0.00670763,0.999977469,1.86E-05,0,0,0,0,0,0.007433876,0.999927878,0.0094298,0,0,0.100357434,0.237598133,0.372104797,0.413843368,0.831719695,0.574192852,0.807053255,0.015907407,0.020837037,0.010537037,0.016633333,0.014266667,0.019492593,0.017266667,0.0213,0.823659259,0.0401
ISIC_0024338.jpg,0.952309489,0,0,3.47E-05,0.094952591,0.289984047,9.91E-06,0,0,0,0,0.008723259,0.999961972,0,0,0,0,0,0,0.006711258,0.999977469,0,0,0,0.099443911,0.241121095,0.356509761,0.403823938,0.78554083,0.524562576,0.795906808,0.012907407,0.020707407,0.014988889,0.039081481,0.045262963,0.052414815,0.033185185,0.024659259,0.716751852,0.040040741
ISIC_0024339.jpg,0.998520017,0.025963021,0.034204405,0.023099665,0.024018563,0.001796777,0,0,0,0,0,0.005330077,0.994885147,0.100871809,0,0,0,0,0,0.005208554,0.99998647,2.98E-05,0,0,0.084911893,0.184853358,0.335958224,0.372854053,0.730810688,0.466083052,0.734118752,0.004411111,0.006933333,0.005803704,0.015692593,0.020103704,0.020488889,0.011162963,0.007803704,0.894959259,0.012640741
ISIC_0024340.jpg,0.987629056,0.000795242,0.024384275,0.105155423,0.102214441,0.049879067,0.000447029,0,0,0,0,0.00511111,0.999986947,0,0,0,0,0,0,0.069099031,0.997609854,0,0,0,0.094035044,0.216427983,0.323761061,0.405108256,0.770952867,0.526120777,0.782076927,0.013322222,0.016022222,0.014011111,0.029177778,0.039366667,0.038425926,0.022492593,0.018066667,0.780011111,0.029103704
ISIC_0024341.jpg,0.990665674,1.78E-05,0.101475708,0.08783593,0.023855129,5.35E-05,0,0,0,0,0,0.00880132,0.977964759,0.208584204,0,0,0,0,0,0.006058598,0.999981642,0,0,0,0.089345456,0.208439194,0.328323039,0.349019258,0.699895136,0.454793618,0.689173175,0.007396296,0.012851852,0.009833333,0.026740741,0.034277778,0.032562963,0.018911111,0.015114815,0.819381481,0.02292963
ISIC_0024342.jpg,0.975087821,0,0.005346999,0.092430085,0.201498434,0.005503427,0,0,0,0,0,0.009608099,0.962343693,0.27166599,0,0,0,0,0,0.00559774,0.999984324,0,0,0,0.095119275,0.241988787,0.339466249,0.385384825,0.762028125,0.515220547,0.748904244,0.010081481,0.016518519,0.012418519,0.033962963,0.049962963,0.046385185,0.025055556,0.018548148,0.758422222,0.028644444
ISIC_0024343.jpg,0.960869789,0.000332592,0.021914139,0.205167234,0.174172804,0.061788265,0.001150875,0,0,0,0,0.007575321,0.999961138,0.004505461,0,0,0,0,0,0.010666634,0.998857677,0.046578027,0,0,0.094246632,0.252759882,0.34492388,0.42627921,0.814846777,0.554571526,0.819770842,0.015088889,0.022485185,0.022040741,0.050811111,0.062903704,0.057362963,0.035088889,0.02357037,0.672759259,0.037888889
ISIC_0024344.jpg,0.999125481,0,0.003799607,0.027346021,0.024617791,0.019468009,0.000999687,3.98E-06,0,0,0,0.004542837,0.999989688,2.60E-05,0,0,0,0,0,0.006986017,0.999960363,0.005519816,0,0,0.094973264,0.23545897,0.340449083,0.382883748,0.745249168,0.500613888,0.76181607,0.005262963,0.00627037,0.005448148,0.010192593,0.01102963,0.012562963,0.007285185,0.006418519,0.92417037,0.011359259
ISIC_0024345.jpg,0.90058434,0,0,0.00010815,0.152156755,0.407180727,0,0,0,0,0,0.010038105,0.99994874,0.001314692,0,0,0,0,0,0.009217129,0.999957561,0,0,0,0.098867827,0.246349463,0.331604016,0.399364745,0.765755604,0.530762237,0.78033556,0.016155556,0.028044444,0.014922222,0.046481481,0.053874074,0.069062963,0.042666667,0.036714815,0.636807407,0.05527037
ISIC_0024346.jpg,0.990518987,0,0,0.019191904,0.111958697,0.077260517,8.88E-06,0,0,0,0,0.006020744,0.979127884,0.203156099,0,0,0,0,0,0.005154693,0.999961674,0.007077862,0,0,0.097406959,0.237930116,0.345493287,0.381096224,0.751156675,0.500668396,0.748000896,0.009862963,0.014888889,0.010085185,0.021548148,0.025940741,0.028025926,0.018544444,0.016044444,0.827507407,0.027551852
ISIC_0024347.jpg,0.995012462,0.080175847,0.04179858,0.030000946,0.029384848,0.003390727,0,0,0,0,0,0.007281122,0.993967772,0.109430738,0,0,0,0,0,0.006504867,0.99997884,0,0,0,0.085222381,0.227159737,0.339911111,0.319221593,0.652356918,0.436459581,0.655617419,0.006007407,0.010055556,0.007859259,0.026281481,0.036437037,0.036451852,0.018507407,0.012692593,0.826674074,0.019033333
ISIC_0024348.jpg,0.972004175,0,0.000563687,0.134913996,0.192366749,0.000920208,4.82E-05,0,0,0,0,0.010474801,0.950428009,0.310768127,0,0,0,0,0,0.010299737,0.998879075,0.046202235,0,0,0.093983943,0.218165664,0.39431631,0.409664996,0.849377787,0.565123756,0.811695231,0.021292593,0.0254,0.017225926,0.027025926,0.029233333,0.033140741,0.02427037,0.025892593,0.749096296,0.047422222
ISIC_0024349.jpg,0.939241707,0.201288074,0.239655793,0.128882259,0.05705177,0.002760476,0.000215027,1.74E-05,0,0,0,0.01307252,0.999574542,0.02607579,0,0,0,0,0,0.019141316,0.999816775,0,0,0,0.086339991,0.198809797,0.318031234,0.321392306,0.6411045,0.422143993,0.711636124,0.013903704,0.023344444,0.021785185,0.063177778,0.090174074,0.083566667,0.042548148,0.027037037,0.591940741,0.042522222
ISIC_0024350.jpg,0.996083915,0,0.00079543,0.065346695,0.058815796,0.009306535,0,0,0,0,0,0.004614595,0.99144119,0.130472884,0,0,0,0,0,0.004681018,0.999989033,0,0,0,0.094079301,0.251186664,0.355159105,0.398357827,0.77518778,0.524133308,0.808575422,0.006337037,0.009844444,0.006618519,0.015496296,0.018737037,0.020577778,0.01357037,0.01062963,0.880514815,0.017674074
ISIC_0024351.jpg,0.889509141,0.000184485,0.010842956,0.230719283,0.383300245,0.092224635,2.38E-05,0,0,0,0,0.01308145,0.919965446,0.391781062,0,0,0,0,0,0.009805096,0.999637067,0.025093229,0,0,0.094431185,0.220615771,0.343804432,0.368289862,0.726515754,0.482910412,0.734089518,0.022207407,0.033307407,0.025222222,0.056477778,0.074011111,0.077496296,0.047937037,0.036722222,0.564874074,0.061744444
ISIC_0024352.jpg,0.999232709,0.027127231,0.019826801,0.01817755,0.008643675,0,0,0,0,0,0,0.004455774,0.999987423,0.002300596,0,0,0,0,0,0.003744456,0.999992967,0.000237979,0,0,0.084383432,0.202043589,0.327478858,0.338436083,0.672261468,0.440028695,0.687175772,0.003455556,0.004722222,0.004562963,0.013322222,0.016644444,0.015303704,0.008274074,0.00577037,0.919455556,0.008488889
ISIC_0024353.jpg,0.994908214,0,0.058175169,0.062314663,0.053172912,0.007917331,0,0,0,0,0,0.007355514,0.984549761,0.174950585,0,0,0,0,0,0.006838829,0.999961317,0.005526554,0,0,0.088845349,0.195021026,0.359170929,0.344666672,0.697590979,0.44313288,0.711369876,0.006140741,0.009922222,0.007251852,0.023633333,0.03052963,0.031651852,0.017611111,0.012451852,0.841511111,0.019296296
ISIC_0024354.jpg,0.90115422,0,0,0,0.008701667,0.433385938,0.00469281,0,0,0,0,0.012580032,0.916531086,0.399765462,0,0,0,0,0,0.009945607,0.999950528,0,0,0,0.096819559,0.207416145,0.404550805,0.43027792,0.84793675,0.534509331,0.872337711,0.016559259,0.028833333,0.015107407,0.037374074,0.042818519,0.055666667,0.038018519,0.031885185,0.680255556,0.053481481
ISIC_0024355.jpg,0.998061776,0.032211989,0.025884112,0.030648828,0.034205645,0.007473081,0,0,0,0,0,0.005204656,0.99998641,0,0,0,0,0,0,0.00794008,0.999968469,0,0,0,0.087763519,0.214905708,0.302839692,0.342321214,0.664997649,0.449845355,0.696240366,0.00432963,0.006437037,0.006240741,0.021748148,0.03462963,0.028914815,0.012374074,0.007622222,0.865840741,0.011862963
ISIC_0024356.jpg,0.977774024,0,0.000350526,0.019122628,0.096607879,0.185092077,0,0,0,0,0,0.006036107,0.999981761,0,0,0,0,0,0,0.00789768,0.999947011,0.006605196,0,0,0.094032698,0.199964855,0.333690925,0.366923892,0.717367735,0.466911623,0.746044557,0.009514815,0.015044444,0.007981481,0.030225926,0.037325926,0.050051852,0.027377778,0.020511111,0.772962963,0.029003704
ISIC_0024357.jpg,0.906335592,0,1.68E-05,0.014577069,0.244351968,0.34443292,0.001152736,0,0,0,0,0.013300751,0.973058999,0.230172381,0,0,0,0,0,0.01202534,0.999824941,0.014332351,0,0,0.096728248,0.218885869,0.329452059,0.386697597,0.744829013,0.496918186,0.779915839,0.034511111,0.04097037,0.026977778,0.039633333,0.040514815,0.047322222,0.03777037,0.041262963,0.614592593,0.076444444
ISIC_0024358.jpg,0.992646813,0.001011278,0.009863297,0.023847438,0.08541508,0.081320964,0.00873619,0,0,0,0,0.007407582,0.999937057,0.00842335,0,0,0,0,0,0.005328462,0.999985754,5.59E-05,0,0,0.096573627,0.228492898,0.326960955,0.38396627,0.739796928,0.503799352,0.761194527,0.010740741,0.013518519,0.013159259,0.026096296,0.031485185,0.0311,0.018451852,0.013818519,0.818018519,0.023611111
ISIC_0024359.jpg,0.949261427,0.057146192,0.187416673,0.230123818,0.086919747,0.000195879,0,0,0,0,0,0.009597111,0.863188982,0.50478971,0,0,0,0,0,0.007511346,0.999971747,0,0,0,0.088663035,0.241308693,0.324732021,0.371294823,0.72246488,0.497820609,0.726836104,0.015148148,0.024733333,0.020907407,0.051481481,0.071977778,0.06947037,0.039455556,0.027692593,0.634185185,0.044948148
ISIC_0024360.jpg,0.998916805,1.18E-05,0.000219581,0.001348854,0.012120083,0.044888616,0.00118809,0,0,0,0,0.003781668,0.999992847,0.000208233,0,0,0,0,0,0.04039735,0.999183714,0,0,0,0.096576049,0.21077835,0.317735504,0.346306762,0.678468739,0.452266594,0.706913051,0.004618519,0.005288889,0.004088889,0.007496296,0.008040741,0.009977778,0.006085185,0.005425926,0.939192593,0.009785185
ISIC_0024361.jpg,0.809479415,0.141772449,0.184603885,0.245247632,0.301820666,0.372003973,0.03059609,4.63E-05,0,0,0,0.008369174,0.999965012,0,0,0,0,0,0,0.010232753,0.999947608,0,0,0,0.092588825,0.212762343,0.367455674,0.376393099,0.757190751,0.500577622,0.750832254,0.03472963,0.047674074,0.043225926,0.08022963,0.0926,0.091107407,0.062888889,0.049637037,0.413533333,0.084374074
ISIC_0024362.jpg,0.930440664,0.000751661,0.166082382,0.239415586,0.222196773,0.002254983,0,0,0,0,0,0.013372685,0.828628898,0.55963856,0,0,0,0,0,0.010197369,0.999945819,0.002095709,0,0,0.090940201,0.21714438,0.368374484,0.457040184,0.879719421,0.565616424,0.871850761,0.017322222,0.027718519,0.023325926,0.060537037,0.073092593,0.069688889,0.04402963,0.032792593,0.600907407,0.050585185
ISIC_0024363.jpg,0.998527586,0.005262494,0.037718616,0.028131904,0.025773982,0.00603759,0,0,0,0,0,0.004371997,0.999975622,0.005437882,0,0,0,0,0,0.046388626,0.998923421,0,0,0,0.089999258,0.20709466,0.342281153,0.355000957,0.704210661,0.478290553,0.72233763,0.005040741,0.006796296,0.005981481,0.014137037,0.018362963,0.019018519,0.0103,0.007092593,0.901507407,0.011762963
ISIC_0024364.jpg,0.996846914,5.45E-05,0.031570602,0.058001611,0.043990243,0.000498461,0,0,0,0,0,0.005515011,0.991596401,0.129252329,0,0,0,0,0,0.005991264,0.999981821,0.000648712,0,0,0.092036369,0.238755354,0.326730318,0.367745417,0.717764483,0.50141432,0.723252763,0.009837037,0.011822222,0.008425926,0.013248148,0.013833333,0.015992593,0.01152963,0.0122,0.880285185,0.022825926
ISIC_0024365.jpg,0.725733221,0,0.035343736,0.559815407,0.398318797,0.003317463,0,0,0,0,0,0.01430703,0.599067628,0.800570548,0,0,0,0,0,0.013249496,0.994890213,0.10008952,0,0,0.092835782,0.222198529,0.35442254,0.388896349,0.764116352,0.501506971,0.76739849,0.045162963,0.0566,0.03762963,0.055907407,0.064655556,0.072177778,0.057577778,0.056592593,0.451362963,0.102333333
ISIC_0024366.jpg,0.996514857,0.002058079,0.029130736,0.047405433,0.038533501,0.046439484,0.014719833,0,0,0,0,0.006422382,0.999979377,7.45E-06,0,0,0,0,0,0.006127419,0.999979138,0.002061143,0,0,0.09383042,0.225702221,0.340193638,0.384999284,0.76649875,0.50171783,0.748147703,0.005614815,0.008114815,0.007740741,0.026022222,0.037625926,0.035288889,0.015637037,0.009637037,0.839403704,0.014914815
ISIC_0024367.jpg,0.999458134,0.000153027,0.006160315,0.019940587,0.023193389,0.010480383,3.14E-05,0,0,0,0,0.003812559,0.99996525,0.007411644,0,0,0,0,0,0.003703571,0.999937832,0.010520996,0,0,0.093375458,0.216212201,0.333411238,0.378004919,0.734559209,0.501242146,0.749667891,0.005740741,0.005692593,0.004137037,0.007003704,0.008185185,0.009155556,0.005996296,0.005659259,0.937725926,0.010703704
ISIC_0024368.jpg,0.959425807,0.013793238,0.144303799,0.225519449,0.08732181,0.00201063,0,0,0,0,0,0.010119871,0.916604877,0.399666131,0,0,0,0,0,0.00871202,0.999962032,7.47E-06,0,0,0.090164605,0.214363962,0.349486355,0.351439007,0.702347313,0.459340521,0.722301076,0.016507407,0.025607407,0.017959259,0.044274074,0.057414815,0.051633333,0.032896296,0.028551852,0.678333333,0.046822222
