filename,color_feature[0],color_feature[1],color_feature[2],color_feature[3],color_feature[4],color_feature[5],color_feature[6],color_feature[7],color_feature[8],color_feature[9],color_feature[10],color_feature[11],color_feature[12],color_feature[13],color_feature[14],color_feature[15],color_feature[16],color_feature[17],color_feature[18],color_feature[19],color_feature[20],color_feature[21],color_feature[22],color_feature[23],shape_feature[0],shape_feature[1],shape_feature[2],shape_feature[3],shape_feature[4],shape_feature[5],shape_feature[6],texture_feature[0],texture_feature[1],texture_feature[2],texture_feature[3],texture_feature[4],texture_feature[5],texture_feature[6],texture_feature[7],texture_feature[8],texture_feature[9]
ISIC_0024319.jpg,0.000273293,0.089039005,0.121749192,0.05222334,0.056857184,0.886746109,0.430072784,0.00279974,0,0,0,0.00015558,1,3.70E-06,0,0,0,0,0,0.000931523,0.999998987,0.001105951,0,0,0.097709447,0.233125588,0.41600456,0.393120497,0.810729915,0.512774996,0.798987272,0.059807407,0.085574074,0.060274074,0.103011111,0.110318519,0.114574074,0.099007407,0.093444444,0.111962963,0.162025926
ISIC_0024320.jpg,0,0.019906733,0.301248878,0.356657326,0.882712722,0.049665451,0,0,0,0,0,0,0.337529719,0.941314876,0,0,0,0,0,1.11E-05,1,0.000155581,0,0,0.093270016,0.225185694,0.364127007,0.344493598,0.700138983,0.457307415,0.711696603,0.040188889,0.065281481,0.055859259,0.1254,0.205444444,0.140618519,0.087337037,0.076651852,0.082133333,0.121085185
ISIC_0024321.jpg,0,0,0.005285654,0.035022542,0.902352631,0.429540694,3.56E-05,0,0,0,0,0,0.099069178,0.995080531,0,0,0,0,0,7.41E-06,1,0.000177811,0,0,0.097267945,0.23209329,0.428882364,0.435512477,0.873998345,0.566029088,0.87164606,0.052285185,0.078807407,0.052455556,0.094022222,0.110840741,0.122177778,0.100985185,0.096288889,0.12022963,0.171907407
ISIC_0024322.jpg,0,0,0.001087456,0.101055376,0.651838124,0.751594126,0.000133841,0,0,0,0,0,0.499372393,0.866387486,0,0,0,0,0,0.247685641,0.96884048,4.51E-06,0,0,0.097698186,0.232818881,0.393573618,0.390495676,0.794205126,0.507052729,0.784139179,0.086925926,0.100781481,0.062751852,0.072781481,0.072911111,0.075255556,0.080951852,0.106348148,0.138662963,0.20262963
ISIC_0024323.jpg,0.009648887,0.008452545,0.079223067,0.433845192,0.869343638,0.222663835,0,0,0,0,0,0.000174505,0.999997318,0.002301977,0,0,0,0,0.000115532,0.004565391,0.999988377,0.001580184,0,0,0.095364205,0.229738032,0.427640875,0.392802718,0.806834483,0.511893027,0.809491326,0.044733333,0.0669,0.053837037,0.115514815,0.151203704,0.153311111,0.101074074,0.083703704,0.094033333,0.135688889
ISIC_0024324.jpg,0,0.000424922,0.004771414,0.042384695,0.435534865,0.899160683,0,0,0,0,0,0,1,0,0,0,0,0,0,0.993619859,0.112778842,0.000602701,0,0,0.097767939,0.232532026,0.432715383,0.432097694,0.864576514,0.551139372,0.897883879,0.060825926,0.08197037,0.044055556,0.083777778,0.085318519,0.104592593,0.091314815,0.107262963,0.1493,0.191581481
ISIC_0024325.jpg,0,0,0.015223248,0.207168311,0.245014057,0.947003484,0.001463068,0,0,0,0,0,0.097751297,0.995210886,0,0,0,0,0,0,0.994019032,0.109207131,0,0,0.096749825,0.228592853,0.411999976,0.393309978,0.796092151,0.507822374,0.825281126,0.055248148,0.080577778,0.05727037,0.096974074,0.114681481,0.123240741,0.101496296,0.092418519,0.112507407,0.165585185
ISIC_0024326.jpg,0,0.009027188,0.052518945,0.036171988,0.905353665,0.419745803,3.16E-05,0,0,0,0,0,0.015738262,0.999876142,0,0,0,0,0,0,0.99999994,0.000281561,0,0,0.096738482,0.231103074,0.414535223,0.409230321,0.822819597,0.533416421,0.832408355,0.051437037,0.077177778,0.058955556,0.106466667,0.11937037,0.128488889,0.101551852,0.091374074,0.107644444,0.157533333
ISIC_0024327.jpg,0,0.00015716,0.10711509,0.190305173,0.145121649,0.964989305,0.006752646,0,0,0,0,0,0.926825643,0.375491917,0,0,0,0,0,0.004248979,0.99999094,0.000334858,0,0,0.096427762,0.228988928,0.399723799,0.377406587,0.768076425,0.494075626,0.775939522,0.078214815,0.092966667,0.066262963,0.084788889,0.09672963,0.095725926,0.088625926,0.096259259,0.119988889,0.180437037
ISIC_0024328.jpg,0,0.000606181,0.017118542,0.101723172,0.325076491,0.287487239,0.894952953,0.009723137,0,0,0,7.44E-06,0.999991477,0.004139281,0,0,0,0,0,9.80E-05,0.911268592,0.411812544,0,0,0.099063472,0.235456615,0.402994308,0.391549617,0.790132472,0.515962995,0.801834908,0.057377778,0.07997037,0.0644,0.11277037,0.132318519,0.127551852,0.098748148,0.084025926,0.09612963,0.146707407
ISIC_0024329.jpg,0.000342116,0.00021873,0.000358942,0.009904551,0.127682343,0.824366033,0.551379561,3.37E-05,0,0,0,2.96E-05,1,0.000185225,0,0,0,0,1.48E-05,0.000326082,0.99999994,0.000137103,0,0,0.100587042,0.239349466,0.400797868,0.396957015,0.808082341,0.521021093,0.797307448,0.036496296,0.064551852,0.041274074,0.109151852,0.118066667,0.162477778,0.103581481,0.093574074,0.131762963,0.139062963
ISIC_0024330.jpg,0.000119459,0.000747918,0.003251367,0.119474746,0.349454433,0.929298818,0,0,0,0,0,1.15E-05,0.999198496,0.040029984,0,0,0,0,0.00020822,0.999128282,0.041744255,1.93E-05,0,0,0.097548725,0.232222725,0.431943313,0.425498293,0.855034469,0.558419333,0.870427571,0.042977778,0.0671,0.035407407,0.099037037,0.110422222,0.13592963,0.09237037,0.106162963,0.154562963,0.15602963
ISIC_0024331.jpg,0,2.29E-05,0.000998707,0.008379056,0.118873566,0.985164404,0.123486854,4.58E-06,0,0,0,3.72E-06,0.99999094,0.004251308,0,0,0,0,0,0.01100431,0.999939442,0,0,0,0.099621543,0.236499052,0.445829788,0.432036338,0.887880794,0.584270003,0.871705337,0.037003704,0.064922222,0.044807407,0.113618519,0.134059259,0.157551852,0.103362963,0.090414815,0.113866667,0.140392593
ISIC_0024332.jpg,0.000459271,0.000192397,0.000993019,0.03100701,0.294659704,0.634762406,0.713645339,0,0,0,0,1.68E-05,0.989941835,0.141475335,0,0,0,0,1.74E-05,0.189552382,0.981870353,0.00067288,0,0,0.0998159,0.236454487,0.417052834,0.433042909,0.866027987,0.558573766,0.861033052,0.02857037,0.055437037,0.039903704,0.126218519,0.162559259,0.185325926,0.102488889,0.081225926,0.102407407,0.115862963
ISIC_0024333.jpg,0.003345523,0.019918935,0.12957029,0.399619013,0.755645692,0.502103329,0,0,0,0,0,2.22E-05,1,0,0,0,0,0,0,0.805791557,0.592199266,0,0,0,0.095465146,0.229182801,0.395505349,0.375699065,0.768427119,0.495590951,0.764687496,0.029803704,0.054207407,0.055196296,0.143696296,0.200044444,0.177451852,0.099781481,0.068681481,0.067292593,0.103844444
ISIC_0024334.jpg,0,0,0.035411872,0.245683089,0.140769541,0.958315372,0.014191603,0,0,0,0,0,0.765160143,0.643840015,0,0,0,0,0,0,0.9995417,0.03027273,0,0,0.097036647,0.228923244,0.383676239,0.374828862,0.75935534,0.494585061,0.758850614,0.054877778,0.084940741,0.052692593,0.090796296,0.107244444,0.118081481,0.096592593,0.098218519,0.122474074,0.174081481
ISIC_0024335.jpg,0,0.005211453,0.016711766,0.016536189,0.037741136,0.998994887,0.002210678,0,0,0,0,0,0.996935189,0.078232378,0,0,0,0,0,0,0.99999994,0.000188925,0,0,0.099216171,0.235781278,0.447030723,0.444704536,0.890829567,0.569529676,0.914850857,0.061092593,0.0881,0.0521,0.084366667,0.085651852,0.102355556,0.095944444,0.103151852,0.136862963,0.190374074
ISIC_0024336.jpg,0.000293021,0.000901602,0.014679214,0.124206997,0.538521469,0.833221495,0.00963024,0,0,0,0,2.59E-05,0.99999994,6.67E-05,0,0,0,0,6.92E-05,0.901223361,0.433354795,2.97E-05,0,0,0.098068741,0.235063902,0.400783979,0.39321653,0.798370386,0.512241907,0.793052915,0.043696296,0.068781481,0.051485185,0.115451852,0.131740741,0.150766667,0.104133333,0.088585185,0.103755556,0.141603704
ISIC_0024337.jpg,0,0,0,0,0.013477786,0.999909103,0.000262798,0,0,0,0,0,0.999999762,0.000722744,0,0,0,0,0,2.25E-05,0.999908149,0.013550621,0,0,0.099755973,0.237110623,0.422706921,0.43359569,0.884324298,0.554467856,0.862074165,0.087659259,0.103418519,0.056033333,0.064622222,0.061292593,0.072814815,0.08417037,0.107518519,0.147774074,0.214696296
ISIC_0024338.jpg,0,0.000273208,0.000755048,0.01916929,0.4083471,0.912625074,3.48E-05,0,0,0,0,0,1,0,0,0,0,0,0,0.014189735,0.999899328,0,0,0,0.099169597,0.236423957,0.430856242,0.420046203,0.849808676,0.538554589,0.851296869,0.034262963,0.062411111,0.040707407,0.117655556,0.125451852,0.163307407,0.105403704,0.095292593,0.11787037,0.137637037
ISIC_0024339.jpg,0,0.035384119,0.047225747,0.031566419,0.041887723,0.859844208,0.504415154,0,0,0,0,0,0.898421347,0.439134419,0,0,0,0,0,0,0.99999994,9.26E-05,0,0,0.09942818,0.235634001,0.419370693,0.401410311,0.831240067,0.540086792,0.812311931,0.060485185,0.086603704,0.050255556,0.084518519,0.086088889,0.105162963,0.095785185,0.101274074,0.138011111,0.191814815
ISIC_0024340.jpg,0.01756891,0.015799958,0.06111595,0.24715744,0.531784475,0.7949965,0.140732199,0,0,0,0,0,1,0,0,0,0,0,0,0.955176413,0.296037138,0,0,0,0.098148361,0.239539385,0.39925689,0.399821544,0.799362979,0.532578345,0.857923002,0.032296296,0.058814815,0.030618519,0.111903704,0.121948148,0.168407407,0.08897037,0.1011,0.165196296,0.120744444
ISIC_0024341.jpg,0,4.16E-05,0.135407344,0.121260405,0.506749868,0.842713058,8.33E-05,0,0,0,0,0,0.602122545,0.79840374,0,0,0,0,0,0.050286997,0.998734772,0,0,0,0.096684045,0.229664209,0.375483059,0.364663067,0.734761571,0.479590062,0.775650497,0.05117037,0.080607407,0.054833333,0.098277778,0.11882963,0.126244444,0.09967037,0.091955556,0.114455556,0.163955556
ISIC_0024342.jpg,0,0,0.007785195,0.141932234,0.498163402,0.855352402,0.000345266,0,0,0,0,0,0.936540961,0.350558132,0,0,0,0,0,0.00294195,0.999995649,0,0,0,0.097338148,0.229764724,0.389244708,0.390820634,0.804186713,0.518433033,0.781147354,0.046192593,0.074207407,0.051292593,0.1034,0.153981481,0.13562963,0.095562963,0.086740741,0.104818519,0.148174074
ISIC_0024343.jpg,0,0.000412238,0.028005123,0.263284653,0.230339438,0.532070339,0.770546377,0,0,0,0,0,0.999985993,0.005290734,0,0,0,0,0,3.10E-05,0.998807311,0.048824992,0,0,0.098241525,0.232763038,0.420460623,0.405720596,0.819273846,0.534105817,0.838947779,0.030188889,0.057833333,0.047414815,0.131959259,0.165959259,0.175825926,0.104540741,0.078359259,0.094692593,0.113225926
ISIC_0024344.jpg,0.017887365,0.012831865,0.021709256,0.071929924,0.210013703,0.929699123,0.29227367,8.07E-05,0,0,0,0,0.99999994,0.000125942,0,0,0,0,0,0.725889802,0.687756598,0.008644368,0,0,0.100324356,0.239340097,0.390829143,0.424671314,0.83719621,0.549739949,0.837689614,0.043744444,0.066440741,0.05592963,0.117137037,0.153107407,0.149185185,0.101577778,0.083488889,0.093662963,0.135725926
ISIC_0024345.jpg,0,0.000255078,0.000282905,0.007884238,0.285386205,0.958380103,1.39E-05,0,0,0,0,0,0.999996066,0.002807851,0,0,0,0,0,7.41E-06,1,3.33E-05,0,0,0.098728959,0.234613506,0.409371678,0.427446535,0.845946365,0.544757052,0.877599522,0.042125926,0.069311111,0.046914815,0.112992593,0.132022222,0.142011111,0.098962963,0.094325926,0.11477037,0.146562963
ISIC_0024346.jpg,0,0,0,0.022589155,0.132051662,0.940250099,0.313020408,0,0,0,0,0,0.430148751,0.902758002,0,0,0,0,0,0,0.99995631,0.009345386,0,0,0.100026786,0.236150214,0.389900451,0.385475208,0.778342569,0.508817925,0.778021402,0.061474074,0.089014815,0.050877778,0.080922222,0.088314815,0.104085185,0.095355556,0.102225926,0.136740741,0.190988889
ISIC_0024347.jpg,0.021037398,0.110901967,0.057469632,0.041815296,0.053317674,0.866130054,0.47873053,0,0,0,0,0,0.992285311,0.123975202,0,0,0,0,0,0.000566988,0.999999821,0,0,0,0.098046406,0.233082267,0.397192051,0.374244437,0.761205808,0.495847946,0.77332731,0.058111111,0.085144444,0.045244444,0.083425926,0.086522222,0.104014815,0.092466667,0.104137037,0.14757037,0.193362963
ISIC_0024348.jpg,0,4.46E-06,0.0005703,0.126686811,0.988067091,0.087598979,4.90E-05,0,0,0,0,0,0.603137255,0.797637403,0,0,0,0,0,0,0.998060167,0.062256284,0,0,0.096291128,0.229691021,0.436923107,0.416498392,0.858901433,0.535065651,0.844088594,0.082922222,0.098825926,0.063611111,0.078103704,0.08552963,0.088237037,0.086711111,0.101181481,0.124585185,0.190292593
ISIC_0024349.jpg,0.00722361,0.260546058,0.309713215,0.181018695,0.645208895,0.622147501,0.003375027,0.000293154,0,0,0,4.24E-06,0.987398565,0.158253297,0,0,0,0,0,0.787318647,0.616546273,0,0,0,0.092891501,0.223863786,0.372493939,0.353630918,0.718418653,0.467250249,0.72791832,0.028877778,0.055881481,0.050111111,0.135611111,0.186125926,0.182659259,0.105511111,0.069533333,0.077996296,0.107692593
ISIC_0024350.jpg,0,0,0.000847029,0.065920733,0.066923685,0.995540857,0.008567209,0,0,0,0,0,0.241965115,0.970284998,0,0,0,0,0,3.70E-06,1,0,0,0,0.099230068,0.235601073,0.422308258,0.39622323,0.822624789,0.524804995,0.806201299,0.056307407,0.085085185,0.050418519,0.087318519,0.09462963,0.112722222,0.09957037,0.100540741,0.12962963,0.183777778
ISIC_0024351.jpg,0,0.00021173,0.011124901,0.234149218,0.392541438,0.882127821,0.113190874,0,0,0,0,0,0.922394753,0.386248469,0,0,0,0,0,0.521670461,0.85218972,0.040406112,0,0,0.097115364,0.231100556,0.447474883,0.406849176,0.836601177,0.531450506,0.842706585,0.04417037,0.069855556,0.040962963,0.098622222,0.107251852,0.148281481,0.094785185,0.094766667,0.156911111,0.144392593
ISIC_0024352.jpg,0.007554811,0.035746131,0.026252706,0.025117908,0.907969594,0.415856093,0,0,0,0,0,0,0.999993682,0.00356449,0,0,0,0,0,0.990476429,0.137680799,0.000648018,0,0,0.096930373,0.230654687,0.431159488,0.418418887,0.85259159,0.543876709,0.845521014,0.043166667,0.071977778,0.031285185,0.090974074,0.08027037,0.130033333,0.094018519,0.108451852,0.179403704,0.170418519
ISIC_0024353.jpg,0,4.40E-06,0.058744248,0.06329421,0.059867423,0.994379759,0.01295395,0,0,0,0,0,0.564680934,0.825309277,0,0,0,0,0,0,0.999946296,0.010365046,0,0,0.098622629,0.233674754,0.39592944,0.378820765,0.776585457,0.505534512,0.768163533,0.0559,0.0836,0.047907407,0.087196296,0.088555556,0.108592593,0.096881481,0.102522222,0.14177037,0.187074074
ISIC_0024354.jpg,0,0,0,0,0.009253878,0.861927509,0.50694716,0,0,0,0,0,0.802016735,0.597301602,0,0,0,0,0,0.004830574,0.999988377,0,0,0,0.100420181,0.238705963,0.438700405,0.43199816,0.872941739,0.551766883,0.871830117,0.063737037,0.091859259,0.046196296,0.074618519,0.075411111,0.096525926,0.090851852,0.106007407,0.151377778,0.203414815
ISIC_0024355.jpg,0.012035152,0.034276824,0.027585192,0.033346936,0.046067271,0.995985568,0.051940247,5.34E-05,0,0,0,0,1,0,0,0,0,0,0,0.069763668,0.997563541,0,0,0,0.098666986,0.233619309,0.464640681,0.432813041,0.9105923,0.549625655,0.881671861,0.034066667,0.063837037,0.047681481,0.122222222,0.147388889,0.157666667,0.109540741,0.083048148,0.103007407,0.131540741
ISIC_0024356.jpg,0.000635475,6.19E-05,0.000371381,0.017095922,0.094306104,0.995376289,0.006296977,0,0,0,0,4.44E-05,1,0,0,0,0,0,0,0.000466559,0.999973059,0.007326835,0,0,0.099413897,0.235528456,0.418117215,0.433822045,0.861740311,0.555367423,0.870242521,0.033555556,0.0614,0.024440741,0.096714815,0.082022222,0.160062963,0.093159259,0.10937037,0.204522222,0.134751852
ISIC_0024357.jpg,0,0,1.46E-05,0.012470303,0.214805841,0.969351768,0.118575051,9.74E-06,0,0,0,0,0.971740425,0.236051813,0,0,0,0,0,0.00033606,0.999812543,0.019359322,0,0,0.099114294,0.236170305,0.425646211,0.396662904,0.838447849,0.528187891,0.807923383,0.085096296,0.098296296,0.063685185,0.077477778,0.079266667,0.084514815,0.08717037,0.102359259,0.128125926,0.194007407
ISIC_0024358.jpg,0,0.001353254,0.012705551,0.031032309,0.135892138,0.572808087,0.807649672,5.78E-06,0,0,0,0,0.999956787,0.009300116,0,0,0,0,1.15E-05,0.037380129,0.999301016,0.000257317,0,0,0.100500966,0.23888489,0.424900173,0.426062962,0.853768823,0.562283714,0.861168904,0.033837037,0.061059259,0.045714815,0.121322222,0.147159259,0.174311111,0.105140741,0.084588889,0.103081481,0.123785185
ISIC_0024359.jpg,0,0.054752324,0.180740848,0.229578376,0.954141676,0.035246406,0,0,0,0,0,0,0.073483251,0.997296453,0,0,0,0,0,0,0.99999994,0.000222272,0,0,0.09320674,0.221735239,0.371146865,0.367993621,0.809164378,0.526828883,0.73756423,0.044555556,0.070585185,0.0605,0.124785185,0.158,0.137755556,0.097085185,0.082855556,0.090740741,0.133137037
ISIC_0024360.jpg,0.001522184,0.034176294,0.020752942,0.036914214,0.280604303,0.95796603,0.024465462,0,0,0,0,0,0.99999994,0.000333444,0,0,0,0,0,0.770404398,0.63755554,0,0,0,0.099897491,0.239151923,0.389767538,0.472264293,0.912839309,0.614946751,0.905528128,0.048492593,0.069948148,0.060740741,0.117688889,0.140581481,0.138996296,0.099985185,0.087422222,0.094440741,0.141703704
ISIC_0024361.jpg,0.002008809,0.146252453,0.190629601,0.25261572,0.311795861,0.650184512,0.59874469,6.38E-05,0,0,0,0,1,0,0,0,0,0,0,0.00010001,0.99999994,3.70E-06,0,0,0.096031304,0.232315549,0.400046981,0.362018396,0.7430782,0.480597389,0.783504918,0.055740741,0.079685185,0.065896296,0.111651852,0.128533333,0.127159259,0.102225926,0.084437037,0.097855556,0.146814815
ISIC_0024362.jpg,0,0.000976588,0.188613519,0.273801059,0.760603905,0.557618737,0,0,0,0,0,0,0.146138996,0.989264071,0,0,0,0,0,0,0.999972701,0.007391065,0,0,0.094415175,0.224202979,0.425070997,0.409822027,0.828052468,0.524063212,0.84374624,0.047033333,0.073862963,0.059940741,0.116974074,0.133974074,0.129340741,0.101518519,0.087451852,0.1025,0.147403704
ISIC_0024363.jpg,0.001196985,0.008700665,0.087450691,0.261019945,0.515244126,0.809773207,0.054173224,0,0,0,0,2.61E-05,0.999981582,0.006066253,0,0,0,0,7.06E-05,0.998170912,0.06045552,0,0,0,0.098575083,0.238270151,0.414694265,0.432544047,0.856433365,0.551910127,0.880098012,0.04522963,0.070355556,0.045607407,0.102851852,0.112377778,0.143774074,0.102233333,0.09737037,0.1214,0.1588
ISIC_0024364.jpg,0,6.78E-05,0.042412147,0.078172512,0.644578815,0.759347379,1.69E-05,5.65E-06,0,0,0,0,0.554196417,0.832385898,0,0,0,0,0,7.44E-06,0.999991536,0.004109406,0,0,0.097386902,0.232481949,0.428292074,0.388772443,0.797713813,0.50522999,0.818304815,0.079581481,0.093474074,0.066362963,0.084551852,0.091711111,0.098751852,0.09337037,0.096851852,0.114885185,0.180459259
ISIC_0024365.jpg,0,0,0.033044845,0.539926767,0.796573818,0.269920856,2.43E-05,0,0,0,0,0,0.23821196,0.971213162,0,0,0,0,0,0,0.991786897,0.127901599,0,0,0.094114034,0.224670537,0.395492185,0.376110162,0.765484481,0.49219608,0.768734266,0.078548148,0.092788889,0.064781481,0.083937037,0.095759259,0.102862963,0.094311111,0.095518519,0.113303704,0.178188889
ISIC_0024366.jpg,0,0.002221401,0.030736284,0.050144803,0.040872864,0.053778149,0.993476927,0.070546739,0,0,0,0,1,6.67E-05,0,0,0,0,0,0.914833128,0.403817177,0.003461976,0,0,0.101308857,0.238943081,0.47460547,0.482306127,0.968016235,0.614186192,0.964072591,0.036718519,0.06872963,0.047777778,0.119403704,0.137737037,0.148148148,0.106481481,0.086633333,0.108637037,0.139733333
ISIC_0024367.jpg,0.002327136,0.004897013,0.016295232,0.06245802,0.232988045,0.959175944,0.146635979,0,0,0,0,0,0.999966741,0.008154581,0,0,0,0,0,0.74816674,0.663315177,0.0161053,0,0,0.09989531,0.237803326,0.41594856,0.406188515,0.819685753,0.528398878,0.826341797,0.057496296,0.07962963,0.058925926,0.101766667,0.125544444,0.122488889,0.095811111,0.092877778,0.10652963,0.15892963
ISIC_0024368.jpg,0,0.020437647,0.231066525,0.386235803,0.70507431,0.547615469,0,0,0,0,0,0,0.69841218,0.715695739,0,0,0,0,0,1.11E-05,0.99999994,0.000240801,0,0,0.094751575,0.22628367,0.379658499,0.351673014,0.722651654,0.47147971,0.722071828,0.054085185,0.079711111,0.052107407,0.099288889,0.145185185,0.111148148,0.086874074,0.093714815,0.114807407,0.163077778
ISIC_0024369.jpg,0,0,0.046777133,0.148358256,0.258989811,0.953267574,0.002658207,0,0,0,0,0,0.980697095,0.195533007,0,0,0,0,0,7.41E-06,1,0,0,0,0.097310115,0.232660943,0.443861125,0.404407736,0.836622636,0.520988323,0.83141364,0.046607407,0.07387037,0.061692593,0.123811111,0.153251852,0.132207407,0.097403704,0.083837037,0.09047037,0.136848148
ISIC_0024370.jpg,0,0,0.105739653,0.22063607,0.29042846,0.92508918,0.000416995,0,0,0,0,0,0.879226685,0.476403654,0,0,0,0,0,0.304973394,0.952360809,0,0,0,0.096466714,0.22855356,0.387796777,0.37574116,0.757518834,0.490232065,0.806178344,0.081262963,0.097303704,0.057577778,0.074844444,0.079955556,0.086314815,0.087874074,0.1038,0.134085185,0.196981481
